file_id	id	entity	start_offset	end_offset	note	CUI	CODE	sentence	STR	type	part	SAB
S0212-16112016000200036	T19	cáncer cervicouterino	641	662	C0302592	C0302592	B20	Métodos: se dirigió un estudio clínico controlado en pacientes con cáncer cervicouterino que fueron suplementados con una mezcla de antioxidantes o placebo, con seguimiento por 4 años posteriores al término de su tratamiento antineoplásico para evaluar el efecto de los antioxidantes en la recurrencia. Tomamos datos de niveles de hemoglobina y albúmina. Se analizaron las diferencias entre grupos con la prueba de Chi-cuadrado, la sobrevida se calculó con un análisis multivariado por medio de regresión de COX.	Enfermedad por virus de la inmunodeficiencia humana [VIH]	abstracts	test	SNOMEDCT2ICD10_SPA
S0212-16112016000200036	T45	cáncer cervicouterino	2056	2077	C0302592	C0302592	B20	Conclusiones: la suplementación con antioxidantes durante el tratamiento de pacientes con cáncer cervicouterino no tiene efectos en la recurrencia por cáncer a 4 años de seguimiento.	Enfermedad por virus de la inmunodeficiencia humana [VIH]	abstracts	test	SNOMEDCT2ICD10_SPA
S0212-16112016000200036	T52	cáncer	513	519	C0006826	C0006826	C80.1	Introducción y objetivos: la terapia con antioxidantes durante la quimioterapia y radioterapia en pacientes con cáncer cervicouterino es controvertida. Mientras existe evidencia que sugiere que el uso de antioxidantes disminuye los efectos secundarios propios del tratamiento contra el cáncer, hay datos que sugieren que los antioxidantes incrementan el riesgo de recurrencia de cáncer por la afectación de la terapia de los tratamientos.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0212-16112016000200036	T62	cáncer cervicouterino	1139	1160	C0302592	C0302592	B20	Resultados: se dio seguimiento a 103 pacientes con cáncer cervicouterino en etapa clínica IIB y IIIB de los cuales 48% fueron tratados con suplementación de antioxidantes y el 52% con placebo, originalmente y de estos se dio seguimiento a 88 pacientes durante 4 años. El 23,9% de los pacientes tratados presentaron recurrencia por cáncer mientras que el 76,1% no la presentó. El 21,6% de los pacientes presentaron metástasis, el 8% de los pacientes perteneció al grupo de antioxidantes y el 15,9% al grupo placebo (p > 0,05). Implicaciones para los pacientes supervivientes: la suplementación con antioxidantes aparentemente no interfiere con la recurrencia por cáncer, sin embargo no hay evidencia suficiente para probarlo. Posiblemente una dosis distinta sea la clave para un mejor efecto, pero serán necesarios futuros estudios que prueben efectos sobre otro tipo de dosis.	Enfermedad por virus de la inmunodeficiencia humana [VIH]	abstracts	test	SNOMEDCT2ICD10_SPA
S0212-16112016000200036	T64	cáncer	1419	1425	C0006826	C0006826	C80.1	Resultados: se dio seguimiento a 103 pacientes con cáncer cervicouterino en etapa clínica IIB y IIIB de los cuales 48% fueron tratados con suplementación de antioxidantes y el 52% con placebo, originalmente y de estos se dio seguimiento a 88 pacientes durante 4 años. El 23,9% de los pacientes tratados presentaron recurrencia por cáncer mientras que el 76,1% no la presentó. El 21,6% de los pacientes presentaron metástasis, el 8% de los pacientes perteneció al grupo de antioxidantes y el 15,9% al grupo placebo (p > 0,05). Implicaciones para los pacientes supervivientes: la suplementación con antioxidantes aparentemente no interfiere con la recurrencia por cáncer, sin embargo no hay evidencia suficiente para probarlo. Posiblemente una dosis distinta sea la clave para un mejor efecto, pero serán necesarios futuros estudios que prueben efectos sobre otro tipo de dosis.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0212-16112016000200036	T66	cáncer	1750	1756	C0006826	C0006826	C80.1	Resultados: se dio seguimiento a 103 pacientes con cáncer cervicouterino en etapa clínica IIB y IIIB de los cuales 48% fueron tratados con suplementación de antioxidantes y el 52% con placebo, originalmente y de estos se dio seguimiento a 88 pacientes durante 4 años. El 23,9% de los pacientes tratados presentaron recurrencia por cáncer mientras que el 76,1% no la presentó. El 21,6% de los pacientes presentaron metástasis, el 8% de los pacientes perteneció al grupo de antioxidantes y el 15,9% al grupo placebo (p > 0,05). Implicaciones para los pacientes supervivientes: la suplementación con antioxidantes aparentemente no interfiere con la recurrencia por cáncer, sin embargo no hay evidencia suficiente para probarlo. Posiblemente una dosis distinta sea la clave para un mejor efecto, pero serán necesarios futuros estudios que prueben efectos sobre otro tipo de dosis.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0212-16112016000200036	T68	cáncer	2117	2123	C0006826	C0006826	C80.1	Conclusiones: la suplementación con antioxidantes durante el tratamiento de pacientes con cáncer cervicouterino no tiene efectos en la recurrencia por cáncer a 4 años de seguimiento.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0212-16112017000400004	T2	enfermedad pulmonar obstructiva crónica	49	88	C0024117	C0024117	J44	Estado nutricional y funcional en pacientes con enfermedad pulmonar obstructiva crónica: efectos de la suplementación nutricional oral (estudio OFOS)	Otras enfermedades pulmonares obstructivas crónicas	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T6	pérdida de peso	169	184	C1262477	C1262477	R63.4	Introducción: la pérdida de peso y la desnutrición se asocian a un peor pronóstico de la enfermedad pulmonar obstructiva crónica (EPOC).	Pérdida anormal de peso	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T7	desnutrición	190	202	C0162429	C0162429	E46	Introducción: la pérdida de peso y la desnutrición se asocian a un peor pronóstico de la enfermedad pulmonar obstructiva crónica (EPOC).	Malnutrición calórico-proteica no especificada	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T9	enfermedad pulmonar obstructiva crónica	241	280	C0024117	C0024117	J44	Introducción: la pérdida de peso y la desnutrición se asocian a un peor pronóstico de la enfermedad pulmonar obstructiva crónica (EPOC).	Otras enfermedades pulmonares obstructivas crónicas	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T10	EPOC	282	286	C0024117	C0024117	J44	Introducción: la pérdida de peso y la desnutrición se asocian a un peor pronóstico de la enfermedad pulmonar obstructiva crónica (EPOC).	Otras enfermedades pulmonares obstructivas crónicas	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T14	EPOC	422	426	C0024117	C0024117	J44	Objetivo: el objetivo del estudio OFOS fue valorar la eficacia y tolerabilidad de una nueva fórmula nutricional oral en adultos con EPOC con pérdida de peso o desnutrición.	Otras enfermedades pulmonares obstructivas crónicas	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T15	pérdida de peso	431	446	C1262477	C1262477	R63.4	Objetivo: el objetivo del estudio OFOS fue valorar la eficacia y tolerabilidad de una nueva fórmula nutricional oral en adultos con EPOC con pérdida de peso o desnutrición.	Pérdida anormal de peso	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T16	desnutrición	449	461	C0162429	C0162429	E46	Objetivo: el objetivo del estudio OFOS fue valorar la eficacia y tolerabilidad de una nueva fórmula nutricional oral en adultos con EPOC con pérdida de peso o desnutrición.	Malnutrición calórico-proteica no especificada	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T21	EPOC	702	706	C0024117	C0024117	J44	Métodos: estudio prospectivo, unicéntrico, aleatorizado, abierto y controlado realizado en Lima (Perú). Se incluyeron 99 pacientes ambulatorios de ambos sexos (control [GC]: 49; suplemento [GS]: 50), entre 18 y 80 años con diagnóstico de EPOC y con pérdida involuntaria de peso en los últimos meses o desnutrición. Se evaluaron variables nutricionales, funcionales y de calidad de vida (CV) durante un periodo de intervención de tres meses.	Otras enfermedades pulmonares obstructivas crónicas	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T22	desnutrición	765	777	C0162429	C0162429	E46	Métodos: estudio prospectivo, unicéntrico, aleatorizado, abierto y controlado realizado en Lima (Perú). Se incluyeron 99 pacientes ambulatorios de ambos sexos (control [GC]: 49; suplemento [GS]: 50), entre 18 y 80 años con diagnóstico de EPOC y con pérdida involuntaria de peso en los últimos meses o desnutrición. Se evaluaron variables nutricionales, funcionales y de calidad de vida (CV) durante un periodo de intervención de tres meses.	Malnutrición calórico-proteica no especificada	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T34	EPOC	1733	1737	C0024117	C0024117	J44	Conclusiones: la suplementación oral durante tres meses con una nueva fórmula completa, polimérica y normocalórica fue bien tolerada y eficaz para el soporte nutricional de pacientes diagnosticados de EPOC con pérdida de peso o desnutrición.	Otras enfermedades pulmonares obstructivas crónicas	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T35	pérdida de peso	1742	1757	C1262477	C1262477	R63.4	Conclusiones: la suplementación oral durante tres meses con una nueva fórmula completa, polimérica y normocalórica fue bien tolerada y eficaz para el soporte nutricional de pacientes diagnosticados de EPOC con pérdida de peso o desnutrición.	Pérdida anormal de peso	abstracts	test	ICD10_WIKI
S0212-16112017000400004	T36	desnutrición	1760	1772	C0162429	C0162429	E46	Conclusiones: la suplementación oral durante tres meses con una nueva fórmula completa, polimérica y normocalórica fue bien tolerada y eficaz para el soporte nutricional de pacientes diagnosticados de EPOC con pérdida de peso o desnutrición.	Malnutrición calórico-proteica no especificada	abstracts	test	ICD10_WIKI
S0212-656715000372	T2	diabetes mellitus tipo 2	107	131	C0011860	C0011860	E11	Evaluación de un programa de ejercicio físico supervisado en pacientes sedentarios mayores de 65 años con diabetes mellitus tipo 2	Diabetes mellitus tipo 2	abstracts	test	ICD10_WIKI
S0212-656715000372	T15	diabéticos tipo 2	703	720	C0011860	C0011860	E11	Cien diabéticos tipo 2, de 65-80 años, sedentarios; 50% grupo control (GC), 50% grupo intervención (GI). Abandonos: 12%.	Diabetes mellitus tipo 2	abstracts	test	ICD10_WIKI
S0212-656715000372	T73	colesterolemia	1605	1619	C0678189	C0678189	E78.0	En diabéticos mayores de 65 años un programa de EF aeróbico supervisado de fácil ejecución mejora la HbA1c, la PA, la colesterolemia, el RCV, el GF y el ESA.	Hipercolesterolemia pura	abstracts	test	ICD10CM_SPA
S0212-65671500181X	T3	comorbilidades	207	221	C1275743	C1275743	Z78.9	Se describen los datos basales de clase y capacidad funcional, comorbilidades, calidad de vida y cambios en la medicación durante la optimización del tratamiento, en pacientes con insuficiencia cardiaca y función sistólica deprimida (ICFSD) incluidos en el estudio EFICAR.	Otra estado de salud especificado	abstracts	test	SNOMEDCT2ICD10_SPA
S0212-65671500181X	T6	insuficiencia cardiaca	324	346	C0018801	C0018801	I50.9	Se describen los datos basales de clase y capacidad funcional, comorbilidades, calidad de vida y cambios en la medicación durante la optimización del tratamiento, en pacientes con insuficiencia cardiaca y función sistólica deprimida (ICFSD) incluidos en el estudio EFICAR.	Insuficiencia cardiaca, no especificada	abstracts	test	ICD10CM_WIKI
S0212-65671500181X	T11	cardiopatía isquémica	795	816	C0151744	C0151744	I21.9	La etiología principal fue la cardiopatía isquémica (45%). Índice de Charlson global: 2,03 ± 1,05. El 31% ingresaron durante el último año por insuficiencia cardiaca. Fracción de eyección media: 37% ± 8. Clase funcional ii: 89%. Capacidad funcional con prueba de esfuerzo: 6,3 ± 1,6. Test 6 min: 446 ± 78 m. Test de la silla: 13,7 ± 4,4 s. Dinamómetro: 34,53 ± 10,12 kgf y 0,58 ± 0,16 bar. Short Form-36 Health Survey: salud física: 43,3 ± 8,4; salud mental: 50,1 ± 10,6. Minnesota Living with Heart Failure Questionnaire global: 22,8 ± 18,7. Tras optimizar el tratamiento no varió el porcentaje de pacientes ni la dosis media de fármacos analizados.	Infarto agudo de miocardio, no especificado	abstracts	test	SNOMEDCT2ICD10_SPA
S0212-65671500181X	T13	insuficiencia cardiaca	908	930	C0018801	C0018801	I50.9	La etiología principal fue la cardiopatía isquémica (45%). Índice de Charlson global: 2,03 ± 1,05. El 31% ingresaron durante el último año por insuficiencia cardiaca. Fracción de eyección media: 37% ± 8. Clase funcional ii: 89%. Capacidad funcional con prueba de esfuerzo: 6,3 ± 1,6. Test 6 min: 446 ± 78 m. Test de la silla: 13,7 ± 4,4 s. Dinamómetro: 34,53 ± 10,12 kgf y 0,58 ± 0,16 bar. Short Form-36 Health Survey: salud física: 43,3 ± 8,4; salud mental: 50,1 ± 10,6. Minnesota Living with Heart Failure Questionnaire global: 22,8 ± 18,7. Tras optimizar el tratamiento no varió el porcentaje de pacientes ni la dosis media de fármacos analizados.	Insuficiencia cardiaca, no especificada	abstracts	test	ICD10CM_WIKI
S0212-65671500181X	T21	comorbilidad	1551	1563	C1275743	C1275743	Z78.9	La mayoría de los sujetos están en clase funcional ii, con capacidad funcional y calidad de vida disminuida e índice de comorbilidad elevado. Un ajuste protocolizado del tratamiento no consigue aumentar la dosis ni el número de pacientes con fármacos eficaces para la insuficiencia cardiaca con función cardiaca deprimida.	Otra estado de salud especificado	abstracts	test	SNOMEDCT2ICD10_SPA
S0212-65671500181X	T24	insuficiencia cardiaca	1699	1721	C0018801	C0018801	I50.9	La mayoría de los sujetos están en clase funcional ii, con capacidad funcional y calidad de vida disminuida e índice de comorbilidad elevado. Un ajuste protocolizado del tratamiento no consigue aumentar la dosis ni el número de pacientes con fármacos eficaces para la insuficiencia cardiaca con función cardiaca deprimida.	Insuficiencia cardiaca, no especificada	abstracts	test	ICD10CM_WIKI
S0325-00752014000400004	T5	infecciones nosocomiales	170	194	C0010356, C0205721	C0010356	B99.9	Las infecciones nosocomiales persisten elevadas en las unidades de cuidados intensivos neonatales, lo cual motiva el muy frecuente uso de antibióticos.	Enfermedad infecciosa no especificada	abstracts	test	SNOMEDCT2ICD10_SPA
S0365-66912004001200008	T25	cataratas	237	246	C0086543	C0086543	H26	Objetivo: El objetivo del presente trabajo consiste en valorar la efectividad de una solución de higiene palpebral en el preoperatorio de cirugía de cataratas así como las modificaciones en la flora conjuntival.	Otras cataratas	abstracts	test	ICD10CM_WIKI
S0365-66912004001200008	T28	cataratas	884	893	C0086543	C0086543	H26	Resultados: El tiempo óptimo de utilización de las soluciones de higiene palpebral en el preoperatorio de cirugía de cataratas es de 4 a 5 días. Si se usan menos de tres días no se reduce la tasa de cultivos positivos y si se aplican más de seis se aíslan microorganismos que no forman parte de la flora conjuntival habitual.	Otras cataratas	abstracts	test	ICD10CM_WIKI
S0365-66912004001200008	T29	cataratas	1232	1241	C0086543	C0086543	H26	Conclusión: En caso de utilizar productos de higiene palpebral no deben prolongarse más de cinco días consecutivos previo a la cirugía de cataratas.	Otras cataratas	abstracts	test	ICD10CM_WIKI
S0365-66912005000100004	T5	hipermetrópico	93	107	C0020490	C0020490	H52.0	Valoración de la eficacia de tratamiento tópico prolongado para prevenir regresión en LASIK hipermetrópico	Hipermetropía	abstracts	test	ICD10_WIKI
S0365-66912005000100004	T11	hipermetrópico	216	230	C0020490	C0020490	H52.0	Objetivo: Evaluar la eficacia del tratamiento corticoideo tópico prolongado en pacientes operados de LASIK hipermetrópico.	Hipermetropía	abstracts	test	ICD10_WIKI
S0365-66912005000100004	T16	hipermetropía	386	399	C0020490	C0020490	H52.0	Material y métodos: Se realiza un estudio prospectivo observador enmascarado. Pacientes candidatos a cirugía LASIK para la corrección de baja y moderada hipermetropía fueron asignados aleatoriamente a recibir tratamiento tópico corticoideo (dexametasona) una semana (grupo control) o un mes (dexametasona la primera semana y fluorometalona las tres siguientes), en el grupo estudio. Se comparó la refracción final manifiesta en ambos grupos.	Hipermetropía	abstracts	test	ICD10_WIKI
S0365-66912005000100004	T34	hipermetrópico	1090	1104	C0020490	C0020490	H52.0	Conclusión: La regresión refractiva tras LASIK hipermetrópico, no parece ser modulable por el mayor o menor tratamiento corticoideo tópico.	Hipermetropía	abstracts	test	ICD10_WIKI
S0365-66912007000900007	T5	catarata	48	56	C0086543	C0086543	H26	Incisiones limbares relajantes y cirugía de la catarata: nuestra experiencia	Otras cataratas	abstracts	test	ICD10CM_WIKI
S0365-66912007000900007	T8	astigmatismo corneal	114	134	C0339682	C0339682	H52.229	Objetivo: Evaluar la reducción del astigmatismo corneal preexistente en la cirugía de catarata mediante incisiones limbares relajantes (ILRs).	Astigmatismo regular, ojo no especificado 	abstracts	test	SNOMEDCT2ICD10_SPA
S0365-66912007000900007	T16	astigmatismo	306	318	C0004106	C0004106	H52.2	Método: Estudio prospectivo de dos grupos de pacientes (tratamiento y control) con astigmatismo prequirúrgico ≥1D. Los 30 pacientes del grupo control fueron sometidos a facoemulsificación por incisión temporal en córnea clara y los 32 pacientes del grupo tratamiento a ILRs junto a facoemulsificación por incisión temporal en córnea clara. Se usó el test de Holladay para valorar la eficacia del tratamiento. Asimismo, presentamos un pequeño estudio de la prevalencia y distribución del astigmatismo en nuestra población de trabajo.	Astigmatismo	abstracts	test	ICD10CM_WIKI
S0365-66912007000900007	T29	astigmatismo	710	722	C0004106	C0004106	H52.2	Método: Estudio prospectivo de dos grupos de pacientes (tratamiento y control) con astigmatismo prequirúrgico ≥1D. Los 30 pacientes del grupo control fueron sometidos a facoemulsificación por incisión temporal en córnea clara y los 32 pacientes del grupo tratamiento a ILRs junto a facoemulsificación por incisión temporal en córnea clara. Se usó el test de Holladay para valorar la eficacia del tratamiento. Asimismo, presentamos un pequeño estudio de la prevalencia y distribución del astigmatismo en nuestra población de trabajo.	Astigmatismo	abstracts	test	ICD10CM_WIKI
S0365-66912007000900007	T35	astigmatismo	1063	1075	C0004106	C0004106	H52.2	Conclusiones: Las ILRs son un método sencillo y efectivo para conseguir reducir el astigmatismo previo durante la cirugía de catarata y con ello la dependencia de gafa.	Astigmatismo	abstracts	test	ICD10CM_WIKI
S0365-66912007000900007	T39	catarata	165	173	C0086543	C0086543	H26	Objetivo: Evaluar la reducción del astigmatismo corneal preexistente en la cirugía de catarata mediante incisiones limbares relajantes (ILRs).	Otras cataratas	abstracts	test	ICD10CM_WIKI
S0365-66912007000900007	T43	catarata	1105	1113	C0086543	C0086543	H26	Conclusiones: Las ILRs son un método sencillo y efectivo para conseguir reducir el astigmatismo previo durante la cirugía de catarata y con ello la dependencia de gafa.	Otras cataratas	abstracts	test	ICD10CM_WIKI
S0365-66912011000700003	T12	miopía	384	390	C0027092	C0027092	H52.1	Métodos: Realizamos un estudio prospectivo, controlado, enmascarado de 64 ojos consecutivos operados con LASEK para corregir su miopía. Separamos dos grupos empatados por edad. Los 32 ojos en los que la profundidad de ablación era < 50 micras (μm) fueron incluidos en el grupo 1 y no recibieron MMC. Los 32 ojos en los que la profundidad de ablación era >50μm se incluyeron en el grupo 2 y recibieron MMC al 0,02% durante 30 seg. sobre el lecho ablacionado. Un observador enmascarado midió el grosor corneal central (GCC) al mes y tres meses tras la cirugía. Se comparó el cambio en el GCC postoperatorio entre los dos grupos.	Miopía	abstracts	test	ICD10CM_WIKI
S0370-41062001000100006	T2	anemia del prematuro	48	68	C0158996	C0158996	P61.2	La vitamina B12 no modifica la evolución de la anemia del prematuro	Anemia de la prematuridad	abstracts	test	ICD10CM_WIKI
S0370-41062001000100006	T6	anemia del prematuro	165	185	C0158996	C0158996	P61.2	Se evalúa el efecto de 100 mg IM de vitamina B12 mensual por 4 veces, sobre la evolución de la anemia del prematuro, en un estudio controlado, aleatorizado y doble ciego, en 55 niños de edad gestacional menor a 33 semanas.	Anemia de la prematuridad	abstracts	test	ICD10CM_WIKI
S0370-41062015000400003	T1	hepatitis B	58	69	C0019163	C0019163	B18.1	Seroconversión frente a primovacunación reforzada contra hepatitis B en niños con cáncer	Hepatitis vírica crónica tipo B, sin agente delta	abstracts	test	ICD10_WIKI
S0370-41062015000400003	T2	cáncer	83	89	C0006826	C0006826	C80.1	Seroconversión frente a primovacunación reforzada contra hepatitis B en niños con cáncer	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0370-41062015000400003	T5	cáncer	189	195	C0006826	C0006826	C80.1	Introducción: La respuesta inmune a los antígenos de las vacunas está disminuida en los niños con cáncer. El objetivo de este estudio fue evaluar la seroconversión frente a vacuna ADN recombinante contra hepatitis B al momento del inicio de la quimioterapia y/o remisión en niños con cáncer.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0370-41062015000400003	T9	hepatitis B	295	306	C0019163	C0019163	B18.1	Introducción: La respuesta inmune a los antígenos de las vacunas está disminuida en los niños con cáncer. El objetivo de este estudio fue evaluar la seroconversión frente a vacuna ADN recombinante contra hepatitis B al momento del inicio de la quimioterapia y/o remisión en niños con cáncer.	Hepatitis vírica crónica tipo B, sin agente delta	abstracts	test	ICD10_WIKI
S0370-41062015000400003	T12	cáncer	375	381	C0006826	C0006826	C80.1	Introducción: La respuesta inmune a los antígenos de las vacunas está disminuida en los niños con cáncer. El objetivo de este estudio fue evaluar la seroconversión frente a vacuna ADN recombinante contra hepatitis B al momento del inicio de la quimioterapia y/o remisión en niños con cáncer.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0370-41062015000400003	T15	cáncer	502	508	C0006826	C0006826	C80.1	Pacientes y método: Estudio prospectivo, bicéntrico, controlado, no aleatorizado de niños con diagnóstico reciente de cáncer pareados con niños sanos. Los casos fueron vacunados a tiempo 0, 1 y 6 meses, a dosis de 20 y 40 μg si eran < ó > 10 años, respectivamente, con vacuna ADN recombinante contra hepatitis B, en el momento del diagnóstico en el caso de los tumores sólidos y luego de la remisión en el caso de los tumores hematológicos. El grupo control recibió el mismo esquema, con dosis de 10 o 20 μg respectivamente. Se midieron anticuerpos séricos anti-HBs a los 2, 8 y 12 meses posvacunación. Seroconversión se definió como títulos anti-HBs > 10 mUI/ml al octavo mes.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0370-41062015000400003	T18	hepatitis B	684	695	C0019163	C0019163	B18.1	Pacientes y método: Estudio prospectivo, bicéntrico, controlado, no aleatorizado de niños con diagnóstico reciente de cáncer pareados con niños sanos. Los casos fueron vacunados a tiempo 0, 1 y 6 meses, a dosis de 20 y 40 μg si eran < ó > 10 años, respectivamente, con vacuna ADN recombinante contra hepatitis B, en el momento del diagnóstico en el caso de los tumores sólidos y luego de la remisión en el caso de los tumores hematológicos. El grupo control recibió el mismo esquema, con dosis de 10 o 20 μg respectivamente. Se midieron anticuerpos séricos anti-HBs a los 2, 8 y 12 meses posvacunación. Seroconversión se definió como títulos anti-HBs > 10 mUI/ml al octavo mes.	Hepatitis vírica crónica tipo B, sin agente delta	abstracts	test	ICD10_WIKI
S0370-41062015000400003	T26	cáncer	1100	1106	C0006826	C0006826	C80.1	Resultados: Un total de 78 niños con cáncer y 25 controles fueron evaluados con títulos anti-HBs al octavo mes. La tasa de seroconversión fue de 26,9%, en niños con cáncer, sin diferencia por edad, género ni tipo de tumor (p = 0,13; 0,29; y 0,44, respectivamente), y de 100% en el grupo control (p < 0,0001, comparado con los niños con cáncer). En el seguimiento a los 12 meses solo el 31,9% de los niños con cáncer presentaba títulos anti-HBs > 10 mUI/ml.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0370-41062015000400003	T29	cáncer	1228	1234	C0006826	C0006826	C80.1	Resultados: Un total de 78 niños con cáncer y 25 controles fueron evaluados con títulos anti-HBs al octavo mes. La tasa de seroconversión fue de 26,9%, en niños con cáncer, sin diferencia por edad, género ni tipo de tumor (p = 0,13; 0,29; y 0,44, respectivamente), y de 100% en el grupo control (p < 0,0001, comparado con los niños con cáncer). En el seguimiento a los 12 meses solo el 31,9% de los niños con cáncer presentaba títulos anti-HBs > 10 mUI/ml.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0370-41062015000400003	T30	tumor	1279	1284	C0027651	C0027651	C00	Resultados: Un total de 78 niños con cáncer y 25 controles fueron evaluados con títulos anti-HBs al octavo mes. La tasa de seroconversión fue de 26,9%, en niños con cáncer, sin diferencia por edad, género ni tipo de tumor (p = 0,13; 0,29; y 0,44, respectivamente), y de 100% en el grupo control (p < 0,0001, comparado con los niños con cáncer). En el seguimiento a los 12 meses solo el 31,9% de los niños con cáncer presentaba títulos anti-HBs > 10 mUI/ml.	Neoplasia maligna de labio	abstracts	test	ICD10_WIKI
S0370-41062015000400003	T32	cáncer	1399	1405	C0006826	C0006826	C80.1	Resultados: Un total de 78 niños con cáncer y 25 controles fueron evaluados con títulos anti-HBs al octavo mes. La tasa de seroconversión fue de 26,9%, en niños con cáncer, sin diferencia por edad, género ni tipo de tumor (p = 0,13; 0,29; y 0,44, respectivamente), y de 100% en el grupo control (p < 0,0001, comparado con los niños con cáncer). En el seguimiento a los 12 meses solo el 31,9% de los niños con cáncer presentaba títulos anti-HBs > 10 mUI/ml.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0370-41062015000400003	T34	cáncer	1472	1478	C0006826	C0006826	C80.1	Resultados: Un total de 78 niños con cáncer y 25 controles fueron evaluados con títulos anti-HBs al octavo mes. La tasa de seroconversión fue de 26,9%, en niños con cáncer, sin diferencia por edad, género ni tipo de tumor (p = 0,13; 0,29; y 0,44, respectivamente), y de 100% en el grupo control (p < 0,0001, comparado con los niños con cáncer). En el seguimiento a los 12 meses solo el 31,9% de los niños con cáncer presentaba títulos anti-HBs > 10 mUI/ml.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0370-41062015000400003	T36	hepatitis B	1556	1567	C0019163	C0019163	B18.1	Conclusiones: La vacunación contra hepatitis B con vacuna ADN recombinante, con esquema reforzado de 3 dosis, en el momento del inicio de la quimioterapia y/o remisión provee una respuesta inmune insuficiente en la mayoría de los niños con cáncer. En esta población debieran evaluarse vacunas de tercera generación, con adyuvantes más inmunogénicos, esquemas reforzados a los 0, 1, 2 y 6 meses, medición de títulos de anticuerpos al octavo y duodécimo mes, eventual uso de refuerzos y reevaluación de inmunogenicidad si correspondiese.	Hepatitis vírica crónica tipo B, sin agente delta	abstracts	test	ICD10_WIKI
S0370-41062015000400003	T40	cáncer	1761	1767	C0006826	C0006826	C80.1	Conclusiones: La vacunación contra hepatitis B con vacuna ADN recombinante, con esquema reforzado de 3 dosis, en el momento del inicio de la quimioterapia y/o remisión provee una respuesta inmune insuficiente en la mayoría de los niños con cáncer. En esta población debieran evaluarse vacunas de tercera generación, con adyuvantes más inmunogénicos, esquemas reforzados a los 0, 1, 2 y 6 meses, medición de títulos de anticuerpos al octavo y duodécimo mes, eventual uso de refuerzos y reevaluación de inmunogenicidad si correspondiese.	Neoplasia maligna (primaria), no especificada	abstracts	test	ICD10CM_WIKI
S0370-41062016000500009	T2	traumatismo craneoencefálico	46	74	C0018674, C0876926	C0018674	S09.90	Monitorización de la presión intracraneal en traumatismo craneoencefálico severo	Traumatismo no especificado de la cabeza	abstracts	test	ICD10CM_SPA
S0370-41062016000500009	T4	traumatismo craneoencefálico	100	128	C0018674, C0876926	C0018674	S09.90	Introducción: El traumatismo craneoencefálico severo (TCES) es una entidad grave. La monitorización de la presión intracraneal (PIC) permite dirigir el tratamiento, el cual es de limitado acceso en países en vías de desarrollo.	Traumatismo no especificado de la cabeza	abstracts	test	ICD10CM_SPA
S0370-41062016000500009	T8	enfermedades crónicas	556	577	C0008679	C0008679	R69	Pacientes y método: Se incluyeron pacientes con TCES, edad entre 1 y 17 años, previo consentimiento informado de los padres y/o tutores. Se excluyeron pacientes con enfermedades crónicas o retraso psicomotor. Los pacientes ingresaron desde el Servicio de Urgencia, donde se les realizó scanner cerebral (TAC), clasificándose las lesiones por Escala de Marshall. Los pacientes fueron divididos en 2 grupos según criterio neuroquirúrgico: con monitorización (CM) y sin monitorización (SM) de presión intracraneana. La monitorización de la PIC se realizó a través de un catéter intraparenquimatoso 3PN Spiegelberg conectado a un monitor Spiegelberg HDM 26. Los pacientes fueron tratados de acuerdo a las guías pediátricas para TCES. Se consideró la supervivencia como los días transcurridos entre el ingreso hospitalario y el fallecimiento, o su evaluación por Escala de Glasgow para un seguimiento de 6 meses.	Enfermedad NEOM	abstracts	test	SNOMEDCT2ICD10_SPA
