file_id	entity	cui	start	end	sentence	CUI	STR	CODE	SAB	is_icd
ES100112	adenopatías	C0497156	1276	1287	La tomografía axial computerizada de cuerpo completo (T.A.C.) evidenció masa mixta de predominio sólido en polo superior de riñón derecho, con probable infiltración del músculo psoas; no se objetivó adenopatías, ni trombosis vascular.	C0497156	Adenomegalia generalizada	R59.1	ICD10CM_SPA	True
ES100112	trombosis vascular	C2586211	1292	1310	La tomografía axial computerizada de cuerpo completo (T.A.C.) evidenció masa mixta de predominio sólido en polo superior de riñón derecho, con probable infiltración del músculo psoas; no se objetivó adenopatías, ni trombosis vascular.	C2586211	Otros tipos de embolia y trombosis venosa	I82	ICD10_WIKI	True
ES100112	un tumor maligno fusocelular renal	C0740457	1823	1857	Microscópicamente es un tumor maligno fusocelular renal muy indiferenciado, tipo sarcomatoide grado 4 de Fuhrman, con infiltración perirrenal pero sin existir afectación de los sistemas excretor y venoso; pT3 G3 N0 M0.	C0740457	Neoplasia maligna de riñón no especificado, excepto pelvis renal	C64.9	SNOMEDCT2ICD10_SPA	True
ES100112	masas	C0577559	2228	2233	En la primera revisión, a los seis meses de la intervención, en la TAC de control, se evidencian dos masas quísticas heterogéneas en espacio retroperitoneal; la primera adyacente al músculo psoas de unos 12 centímetros de diámetro, con probable infiltración hepática y de colon ascendente; la segunda de 10 centímetros adyacente al músculo psoas.	C0577559	Tumefacción, masa y bulto localizados, no especificados	R22.9	SNOMEDCT2ICD10_SPA	True
ES100112	mareo	C0012833	2723	2728	A las 72 horas de la P.A.A.F. el paciente presenta mareo, distensión abdominal y anemia, realizándose analítica apreciándose la pérdida de 5 gr/dl de hemoglobina respecto al alta.	C0012833	Mareo y desvanecimiento	R42	SNOMEDCT2ICD10_SPA	True
ES100112	distensión abdominal	C0000731	2730	2750	A las 72 horas de la P.A.A.F. el paciente presenta mareo, distensión abdominal y anemia, realizándose analítica apreciándose la pérdida de 5 gr/dl de hemoglobina respecto al alta.	C0000731	Tumefacción, masa y bulto intraabdominal y pélvico, generalizado	R19.07	SNOMEDCT2ICD10_SPA	True
ES100112	anemia	C0002871	2753	2759	A las 72 horas de la P.A.A.F. el paciente presenta mareo, distensión abdominal y anemia, realizándose analítica apreciándose la pérdida de 5 gr/dl de hemoglobina respecto al alta.	C0002871	Anemia, no especificada	D64.9	ICD10CM_SPA	True
ES100112	masa retroperitoneal	C0267771	2889	2909	La TAC en ese momento evidenció gran masa retroperitoneal, con intenso componente hemorrágico.	C0267771	Tumefacción, masa y bulto intraabdominales y pélvicos, localización no especificada	R19.00	SNOMEDCT2ICD10_SPA	True
ES100112	hemorrágico	C0019080	2934	2945	La TAC en ese momento evidenció gran masa retroperitoneal, con intenso componente hemorrágico.	C0019080	Hemorragia, no clasificada bajo otro concepto	R58	ICD10CM_SPA	True
ES100112	hematoma	C0018944	2993	3001	Se realiza laparotomía exploradora, evacuando hematoma retroperitoneal, y realizando exéresis de tumoración quística hemorrágica, adherida al lóbulo caudado del hígado, que en la biopsia intraoperatoria se informa como tumoración maligna fusocelular de alto grado, parcialmente quística, compatible con recidiva de tumor renal, la evolución post-operatoria el paciente presenta nuevo hematoma retroperitoneal.	C0018944	Hematoma no traumático de tejidos blandos	M79.81	SNOMEDCT2ICD10_SPA	True
ES100112	tumoración	C0577559	3044	3054	Se realiza laparotomía exploradora, evacuando hematoma retroperitoneal, y realizando exéresis de tumoración quística hemorrágica, adherida al lóbulo caudado del hígado, que en la biopsia intraoperatoria se informa como tumoración maligna fusocelular de alto grado, parcialmente quística, compatible con recidiva de tumor renal, la evolución post-operatoria el paciente presenta nuevo hematoma retroperitoneal.	C0577559	Tumefacción, masa y bulto localizados, no especificados	R22.9	SNOMEDCT2ICD10_SPA	True
ES100112	tumoración maligna	C1306459	3166	3184	Se realiza laparotomía exploradora, evacuando hematoma retroperitoneal, y realizando exéresis de tumoración quística hemorrágica, adherida al lóbulo caudado del hígado, que en la biopsia intraoperatoria se informa como tumoración maligna fusocelular de alto grado, parcialmente quística, compatible con recidiva de tumor renal, la evolución post-operatoria el paciente presenta nuevo hematoma retroperitoneal.	C1306459	Neoplasia maligna (primaria), no especificada	C80.1	SNOMEDCT2ICD10_SPA	True
ES100112	tumor renal	C0022665	3262	3273	Se realiza laparotomía exploradora, evacuando hematoma retroperitoneal, y realizando exéresis de tumoración quística hemorrágica, adherida al lóbulo caudado del hígado, que en la biopsia intraoperatoria se informa como tumoración maligna fusocelular de alto grado, parcialmente quística, compatible con recidiva de tumor renal, la evolución post-operatoria el paciente presenta nuevo hematoma retroperitoneal.	C0022665	Neoplasia de comportamiento no especificado de riñón no especificado	D49.519	SNOMEDCT2ICD10_SPA	True
ES100112	hematoma	C0018944	3331	3339	Se realiza laparotomía exploradora, evacuando hematoma retroperitoneal, y realizando exéresis de tumoración quística hemorrágica, adherida al lóbulo caudado del hígado, que en la biopsia intraoperatoria se informa como tumoración maligna fusocelular de alto grado, parcialmente quística, compatible con recidiva de tumor renal, la evolución post-operatoria el paciente presenta nuevo hematoma retroperitoneal.	C0018944	Hematoma no traumático de tejidos blandos	M79.81	SNOMEDCT2ICD10_SPA	True
ES100143	tumoración	C0577559	94	104	En la exploración clínica se apreció una tumoración de 1 cm de diámetro en el introito, dura a la palpación situada ligeramente a la derecha del meato uretral, desplazando este al igual que el introito vaginal.	C0577559	Tumefacción, masa y bulto localizados, no especificados	R22.9	SNOMEDCT2ICD10_SPA	True
ES100143	Ureterocele	C0041960	363	374	Con el diagnóstico de sospecha de Ureterocele se pidió una ecografía: no hallando ni duplicidad ni dilatación urinaria.	C0041960	Otros trastornos especificados de riñón y uréter	N28.89	SNOMEDCT2ICD10_SPA	True
ES100143	dilatación urinaria	C0521620	428	447	Con el diagnóstico de sospecha de Ureterocele se pidió una ecografía: no hallando ni duplicidad ni dilatación urinaria.	C0521620	Megauréter	N28.82	ICD10CM_SPA	True
ES100143	quiste parauretral de Skene	C4288032	554	581	En la ecografía perineal se confirmó la naturaleza quística de la lesión confirmándose el diagnóstico de quiste parauretral de Skene.	C4288032	Otros trastornos especificados de uretra	N36.8	SNOMEDCT2ICD10_SPA	True
ES100143	tumoración	C0577559	747	757	Se decidió actitud expectante, en el seguimiento del paciente la lesión fue disminuyendo de tamaño, siendo de 5 mm a las 2 semanas, desapareciendo completamente la tumoración al mes de vida.	C0577559	Tumefacción, masa y bulto localizados, no especificados	R22.9	SNOMEDCT2ICD10_SPA	True
ES100163	tumoración perineal	C0240715	138	157	Varón de 46 años de edad, sin antecedentes patológicos de interés salvo vasectomía a los 42 años, que acudió al servicio de urgencias por tumoración perineal de inicio insidioso y aumento progresivo del tamaño en los últimos días, sin repercusión sobre la capacidad eréctil ni la micción.	C0240715	Tumefacción, masa o bulto localizados en el tronco	R22.2	SNOMEDCT2ICD10_SPA	True
ES100163	antecedente traumático	C3263723	309	331	Negaba rotundamente antecedente traumático.	C3263723	Traumatismo no especificado	T14.9	ICD10CM_SPA	True
ES100163	tumoración perineal	C0240715	361	380	A la exploración presentaba tumoración perineal de localización paracavernosa izquierda, no fluctuante, no dolorosa, de consistencia fibroelástica.	C0240715	Tumefacción, masa o bulto localizados en el tronco	R22.2	SNOMEDCT2ICD10_SPA	True
ES100163	dolorosa	C0030193	440	448	A la exploración presentaba tumoración perineal de localización paracavernosa izquierda, no fluctuante, no dolorosa, de consistencia fibroelástica.	C0030193	Dolor, no especificado	R52	ICD10CM_SPA	True
ES100163	hematoma	C0018944	1036	1044	Se instauró tratamiento antiagregante vía oral y medidas físicas presentando reabsorción del hematoma y resolución completa a los 4 meses.	C0018944	Hematoma no traumático de tejidos blandos	M79.81	SNOMEDCT2ICD10_SPA	True
ES100177	HTA esencial	C0085580	43	55	"Varón de 74 años
Antecedentes personales: HTA esencial previa (En tratamiento con Enalapril), Hipercolesterolemia."	C0085580	Hipertensión esencial (primaria)	I10	ICD10CM_SPA	True
ES100177	Hipercolesterolemia	C0020443	95	114	"Varón de 74 años
Antecedentes personales: HTA esencial previa (En tratamiento con Enalapril), Hipercolesterolemia."	C0020443	Hipercolesterolemia pura, no especificada	E78.00	SNOMEDCT2ICD10_SPA	True
ES100177	hematoma	C0018944	386	394	Ecografía renal a la terminación de la litotricia normal, no hematoma detectable.	C0018944	Hematoma no traumático de tejidos blandos	M79.81	SNOMEDCT2ICD10_SPA	True
ES100177	dolor lumbar	C0024031	440	452	Ocho horas después de la Leoch, dolor lumbar intenso y nauseas que requiere analgesia intensa.	C0024031	Dolor en la parte inferior de la espalda	M54.5	ICD10CM_SPA	True
ES100177	hematoma cutáneo	C0475852	546	562	Diez horas más tarde abombamiento lumbar y hematoma cutáneo diagnosticándose con ecografía y Tac de hematoma subcapsular con rotura capsular.	C0475852	Hemorragia cutánea neonatal	P54.5	SNOMEDCT2ICD10_SPA	True
ES100177	hematoma	C0018944	603	611	Diez horas más tarde abombamiento lumbar y hematoma cutáneo diagnosticándose con ecografía y Tac de hematoma subcapsular con rotura capsular.	C0018944	Hematoma no traumático de tejidos blandos	M79.81	SNOMEDCT2ICD10_SPA	True
ES100177	Palidez	C0030232	645	652	Palidez cutaneomucosa intensa con Hb de 7,6 y Hto 22, pero hemodinámicamente estable.	C0030232	Palidez	R23.1	SNOMEDCT2ICD10_SPA	True
ES100177	hematoma	C0018944	951	959	Y un año después persiste el hematoma aunque de menor tamaño.	C0018944	Hematoma no traumático de tejidos blandos	M79.81	SNOMEDCT2ICD10_SPA	True
ES100178	Hepatitis	C0019158	53	62	Antecedentes Personales: Hepatitis en la infancia.	C0019158	Enfermedad inflamatoria de hígado, no especificada	K75.9	ICD10CM_SPA	True
ES100178	Cistinuria	C0010691	120	130	Cistinuria.	C0010691	Otros síntomas y signos que afectan al aparato musculoesquelético	R29.898	SNOMEDCT2ICD10_SPA	True
ES100178	HTA	C0020538	249	252	No HTA.	C0020538	Hipertensión esencial (primaria)	I10	ICD10CM_SPA	True
ES100178	dolor intenso	C0458256	387	400	A las 5-6 horas del tratamiento presentó dolor intenso en flanco derecho diagnosticándose con ecografía de discreto hematoma subcapsular.	C0458256	Dolor, no especificado	R52	SNOMEDCT2ICD10_SPA	True
ES100178	hematoma	C0018944	462	470	A las 5-6 horas del tratamiento presentó dolor intenso en flanco derecho diagnosticándose con ecografía de discreto hematoma subcapsular.	C0018944	Hematoma no traumático de tejidos blandos	M79.81	SNOMEDCT2ICD10_SPA	True
ES100178	hematoma	C0018944	510	518	En TAC tres días después, hematoma de 12 cm.	C0018944	Hematoma no traumático de tejidos blandos	M79.81	SNOMEDCT2ICD10_SPA	True
ES100178	hematoma	C0018944	623	631	"Se transfundieron dos concentrados de hematíes.
14 días después de la litotricia drenaje del hematoma con cirugía abierta."	C0018944	Hematoma no traumático de tejidos blandos	M79.81	SNOMEDCT2ICD10_SPA	True
ES100182	trauma cráneo-encefálico	C0018674	70	94	Varón de 75 años que es encontrado accidentado en la vía pública, con trauma cráneo-encefálico, fracturas en extremidades superior e inferior derechas y costales, con enfisema subcutáneo intenso, y hematuria leve.	C0018674	TRAUMATISMOS EN LA CABEZA (S00-S09)	S00-S09	ICD10CM_SPA	True
ES100182	fracturas en extremidades superior e inferior derechas y costales	C0035522	96	161	Varón de 75 años que es encontrado accidentado en la vía pública, con trauma cráneo-encefálico, fracturas en extremidades superior e inferior derechas y costales, con enfisema subcutáneo intenso, y hematuria leve.	C0035522	Fracturas múltiples de costillas	S22.4	ICD10_WIKI	True
ES100182	enfisema subcutáneo	C0038536	167	186	Varón de 75 años que es encontrado accidentado en la vía pública, con trauma cráneo-encefálico, fracturas en extremidades superior e inferior derechas y costales, con enfisema subcutáneo intenso, y hematuria leve.	C0038536	Enfisema intersticial	J98.2	SNOMEDCT2ICD10_SPA	True
ES100182	hematuria	C0018965	198	207	Varón de 75 años que es encontrado accidentado en la vía pública, con trauma cráneo-encefálico, fracturas en extremidades superior e inferior derechas y costales, con enfisema subcutáneo intenso, y hematuria leve.	C0018965	Hematuria, no especificada	R31.9	ICD10CM_SPA	True
ES100182	lesión vesical	C0577180	485	499	Una reconstrucción de las imágenes de TAC parecía descartar la lesión vesical penetrante.	C0577180	Trastorno de vejiga, no especificado	N32.9	SNOMEDCT2ICD10_SPA	True
ES100182	fracturas	C0016658	797	806	Por un acceso suprapúbico se reparó la vejiga y extirpó el fragmento óseo, sin secuelas y con posterior buena curación de las fracturas.	C0016658	Otro traumatismo de región corporal no especificada	T14.8	ICD10CM_SPA	True
ES100214	fallo renal agudo	C0022660	75	92	Varón de 3 años y 18 kg de peso trasladado desde su hospital de origen por fallo renal agudo y shock séptico (noradrenalina máxima 1 µg/kg/min, ventilación mecánica 11 días, coagulación intravascular diseminada [CID], hemocultivo positivo a Streptococcus pyogenes).	C0022660	Fallo renal agudo, no especificado	N17.9	ICD10CM_SPA	True
ES100214	shock séptico	C0036983	95	108	Varón de 3 años y 18 kg de peso trasladado desde su hospital de origen por fallo renal agudo y shock séptico (noradrenalina máxima 1 µg/kg/min, ventilación mecánica 11 días, coagulación intravascular diseminada [CID], hemocultivo positivo a Streptococcus pyogenes).	C0036983	Sepsis grave con shock séptico	R65.21	SNOMEDCT2ICD10_SPA	True
ES100214	coagulación intravascular diseminada	C0012739	174	210	Varón de 3 años y 18 kg de peso trasladado desde su hospital de origen por fallo renal agudo y shock séptico (noradrenalina máxima 1 µg/kg/min, ventilación mecánica 11 días, coagulación intravascular diseminada [CID], hemocultivo positivo a Streptococcus pyogenes).	C0012739	Coagulación intravascular diseminada [síndrome de desfibrinación]	D65	ICD10CM_SPA	True
ES100214	CID	C0012739	212	215	Varón de 3 años y 18 kg de peso trasladado desde su hospital de origen por fallo renal agudo y shock séptico (noradrenalina máxima 1 µg/kg/min, ventilación mecánica 11 días, coagulación intravascular diseminada [CID], hemocultivo positivo a Streptococcus pyogenes).	C0012739	Coagulación intravascular diseminada [síndrome de desfibrinación]	D65	ICD10CM_SPA	True
ES100259	crisis hipertensivas	C0020546	60	80	Presentamos el caso de un varón de 20 años que consultó por crisis hipertensivas de un año de evolución, acompañadas de sudoración profusa, enrojecimiento generalizado, cefalea y, ocasionalmente, dolor lumbar.	C0020546	Crisis hipertensiva, no especificada	I16.9	SNOMEDCT2ICD10_SPA	True
ES100259	sudoración profusa	C0700590	120	138	Presentamos el caso de un varón de 20 años que consultó por crisis hipertensivas de un año de evolución, acompañadas de sudoración profusa, enrojecimiento generalizado, cefalea y, ocasionalmente, dolor lumbar.	C0700590	Hiperhidrosis generalizada	R61	ICD10CM_SPA	True
ES100259	cefalea	C0018681	169	176	Presentamos el caso de un varón de 20 años que consultó por crisis hipertensivas de un año de evolución, acompañadas de sudoración profusa, enrojecimiento generalizado, cefalea y, ocasionalmente, dolor lumbar.	C0018681	Cefalea, no especificada	R51.9	ICD10CM_SPA	True
ES100259	dolor lumbar	C0024031	196	208	Presentamos el caso de un varón de 20 años que consultó por crisis hipertensivas de un año de evolución, acompañadas de sudoración profusa, enrojecimiento generalizado, cefalea y, ocasionalmente, dolor lumbar.	C0024031	Dolor en la parte inferior de la espalda	M54.5	ICD10CM_SPA	True
ES100259	eritema malar y palmar	C0014745	342	364	A la exploración física presentaba eritema malar y palmar, que desaparecía con la digitopresión.	C0014745	Otras afecciones eritematosas especificadas	L53.8	SNOMEDCT2ICD10_SPA	True
ES100259	eritema malar	C0277942	342	355	A la exploración física presentaba eritema malar y palmar, que desaparecía con la digitopresión.	C0277942	Exantema y otras erupciones cutáneas inespecíficas	R21	SNOMEDCT2ICD10_SPA	True
ES100259	masa retroperitoneal	C0267771	692	712	Se realizó ecografía abdominal objetivándose masa retroperitoneal de unos 8 cm, de ecogenicidad heterogénea y marcada vascularización.	C0267771	Tumefacción, masa y bulto intraabdominales y pélvicos, localización no especificada	R19.00	SNOMEDCT2ICD10_SPA	True
ES100259	masa retroperitoneal	C0267771	906	926	Ante este hallazgo se realizó tomografía axial computarizada (TAC) abdómino-pélvica, donde se confirmó la existencia de una masa retroperitoneal de 8 x 4 cm por encima de la bifurcación aórtica, que infiltraba la vena cava inferior y bordeaba la aorta en 180o englobando a la arteria mesentérica inferior.	C0267771	Tumefacción, masa y bulto intraabdominales y pélvicos, localización no especificada	R19.00	SNOMEDCT2ICD10_SPA	True
ES100259	paraganglioma	C0030421	1271	1284	Ante la sospecha de paraganglioma del órgano de Zuckerkandl, se procedió a bloqueo beta y alfaadrenérgico y, posteriormente, a intervención quirúrgica realizándose una resección en bloque de la tumoración; se seccionó parcialmente la cara anterior de la cava para extirpar el tumor intracava.	C0030421	Neoplasia de comportamiento no especificado de glándulas endocrinas y otras partes de sistema nervioso	D49.7	SNOMEDCT2ICD10_SPA	True
ES100259	tumoración	C0577559	1445	1455	Ante la sospecha de paraganglioma del órgano de Zuckerkandl, se procedió a bloqueo beta y alfaadrenérgico y, posteriormente, a intervención quirúrgica realizándose una resección en bloque de la tumoración; se seccionó parcialmente la cara anterior de la cava para extirpar el tumor intracava.	C0577559	Tumefacción, masa y bulto localizados, no especificados	R22.9	SNOMEDCT2ICD10_SPA	True
ES100259	tumor	C0027651	1527	1532	Ante la sospecha de paraganglioma del órgano de Zuckerkandl, se procedió a bloqueo beta y alfaadrenérgico y, posteriormente, a intervención quirúrgica realizándose una resección en bloque de la tumoración; se seccionó parcialmente la cara anterior de la cava para extirpar el tumor intracava.	C0027651	Neoplasias de comportamiento no especificado	D49	ICD10CM_SPA	True
ES100259	paraganglioma	C0030421	1765	1778	El diagnóstico anatomopatológico confirmó la sospecha de paraganglioma capsulado bien delimitado, con bajo índice proliferativo (ki 67: 5-7 %).	C0030421	Neoplasia de comportamiento no especificado de glándulas endocrinas y otras partes de sistema nervioso	D49.7	SNOMEDCT2ICD10_SPA	True
ES100273	hipertensa	C0020538	39	49	Mujer de 67 años, natural de Bulgaria, hipertensa, diabética, obesa, dislipémica y con enfermedad renal crónica (ERC) posiblemente secundaria a diabetes y/o nefroangiosclerosis, en HD desde enero de 2008.	C0020538	Hipertensión esencial (primaria)	I10	ICD10CM_SPA	True
ES100273	diabética	C0011849	51	60	Mujer de 67 años, natural de Bulgaria, hipertensa, diabética, obesa, dislipémica y con enfermedad renal crónica (ERC) posiblemente secundaria a diabetes y/o nefroangiosclerosis, en HD desde enero de 2008.	C0011849	DIABETES MELLITUS (E08-E13)	E08-E13	ICD10CM_SPA	True
ES100273	obesa	C0028754	62	67	Mujer de 67 años, natural de Bulgaria, hipertensa, diabética, obesa, dislipémica y con enfermedad renal crónica (ERC) posiblemente secundaria a diabetes y/o nefroangiosclerosis, en HD desde enero de 2008.	C0028754	Obesidad, no especificada	E66.9	ICD10CM_SPA	True
ES100273	dislipémica	C0242339	69	80	Mujer de 67 años, natural de Bulgaria, hipertensa, diabética, obesa, dislipémica y con enfermedad renal crónica (ERC) posiblemente secundaria a diabetes y/o nefroangiosclerosis, en HD desde enero de 2008.	C0242339	Hiperlipidemia, no especificada	E78.5	SNOMEDCT2ICD10_SPA	True
ES100273	enfermedad renal crónica	C1561643	87	111	Mujer de 67 años, natural de Bulgaria, hipertensa, diabética, obesa, dislipémica y con enfermedad renal crónica (ERC) posiblemente secundaria a diabetes y/o nefroangiosclerosis, en HD desde enero de 2008.	C1561643	Enfermedad renal crónica, no especificada	N18.9	ICD10CM_SPA	True
ES100273	ERC	C1561643	113	116	Mujer de 67 años, natural de Bulgaria, hipertensa, diabética, obesa, dislipémica y con enfermedad renal crónica (ERC) posiblemente secundaria a diabetes y/o nefroangiosclerosis, en HD desde enero de 2008.	C1561643	Enfermedad renal crónica, no especificada	N18.9	ICD10CM_SPA	True
ES100273	diabetes	C0011849	144	152	Mujer de 67 años, natural de Bulgaria, hipertensa, diabética, obesa, dislipémica y con enfermedad renal crónica (ERC) posiblemente secundaria a diabetes y/o nefroangiosclerosis, en HD desde enero de 2008.	C0011849	DIABETES MELLITUS (E08-E13)	E08-E13	ICD10CM_SPA	True
ES100273	infecciones de puerta de entrada del catéter	C0860239	455	499	Se realiza fístula arteriovenosa (FAV) humerocefálica izquierda, con evolución tórpida, realizando HD por CVC transitorio (múltiples retiradas y nuevas canalizaciones por infecciones de puerta de entrada del catéter [PEC]).	C0860239	Otros dispositivos médicos asociados con incidentes adversos	Y82.8	SNOMEDCT2ICD10_SPA	True
ES100273	fiebre	C0015967	531	537	Ingresa por cuadro de fiebre y escalofríos tras diálisis, compatible con bacteriemia, con hemocultivos positivos a Staphylococcus (St.) aureus.	C0015967	Fiebre, no especificada	R50.9	ICD10CM_SPA	True
ES100273	escalofríos	C0036973	540	551	Ingresa por cuadro de fiebre y escalofríos tras diálisis, compatible con bacteriemia, con hemocultivos positivos a Staphylococcus (St.) aureus.	C0036973	Otros síntomas y signos generales	R68.89	SNOMEDCT2ICD10_SPA	True
ES100273	infección en PEC	C0860239	660	676	Asocia infección en PEC, por lo que se retira el catéter, que se cultiva, creciendo AX, junto con St. aureus y Enterococcus faecalis.	C0860239	Otros dispositivos médicos asociados con incidentes adversos	Y82.8	SNOMEDCT2ICD10_SPA	True
ES100278	edemas	C0013604	56	62	Varón 40 años que acude a urgencias por la aparición de edemas.	C0013604	Edema, no especificado	R60.9	ICD10CM_SPA	True
ES100278	amiloidosis renal no filiada	C0268382	110	138	Presenta el antecedente familiar de madre con amiloidosis renal no filiada.	C0268382	Amiloidosis limitada a un órgano	E85.4	SNOMEDCT2ICD10_SPA	True
ES100278	amiloidosis AA	C3536715	244	258	El informe de la biopsia renal de la madre refiere resistencia al permanganato, lo que parece descartar amiloidosis AA, e induce a considerar, en el momento en el que se hizo el diagnóstico, la posibilidad de una amiloidosis AL.	C3536715	Otra amiloidosis	E85.89	SNOMEDCT2ICD10_SPA	True
ES100278	amiloidosis AL	C0268381	353	367	El informe de la biopsia renal de la madre refiere resistencia al permanganato, lo que parece descartar amiloidosis AA, e induce a considerar, en el momento en el que se hizo el diagnóstico, la posibilidad de una amiloidosis AL.	C0268381	Mieloma múltiple, sin haber alcanzado remisión	C90.00	SNOMEDCT2ICD10_SPA	True
ES100278	edemas	C0013604	492	498	A la exploración física destaca presión arterial de 135/75 mmHg y edemas bimaleolares, sin otros datos de interés.	C0013604	Edema, no especificado	R60.9	ICD10CM_SPA	True
ES100278	síndrome nefrótico	C0027726	594	612	Las pruebas de laboratorio confirman la presencia de síndrome nefrótico (albúmina sérica de 2,5 g/dl, colesterolemia de 275 mg/dl y proteinuria de 6 g/24 h), sin alteraciones en el sedimento y filtrado glomerular normal.	C0027726	Síndrome nefrótico con cambios morfológicos no especificados	N04.9	SNOMEDCT2ICD10_SPA	True
ES100278	amiloidosis	C0002726	1159	1170	Se realiza biopsia renal, observándose 19 glomérulos con una estructura totalmente distorsionada por un depósito hialino en disposición nodular, con positividad para rojo Congo y tioflavina; los túbulos y los vasos no muestran alteraciones significativas, siendo el resultado compatible con amiloidosis.	C0002726	Amiloidosis, no especificada	E85.9	ICD10CM_SPA	True
ES100278	amiloidosis	C0002726	1333	1344	En el estudio sobre muestra en parafina se evidencia marcada positividad para proteína AP, que es una parte de la sustancia amiloide común en todos los tipos de amiloidosis, con negatividad para cadenas ligeras y proteínas AA, B2 microglobulina y transtirretina.	C0002726	Amiloidosis, no especificada	E85.9	ICD10CM_SPA	True
ES100278	amiloidosis	C0002726	2010	2021	El depósito a nivel medular no está descrito en la amiloidosis Afib, siendo muy característico de la apo AI.	C0002726	Amiloidosis, no especificada	E85.9	ICD10CM_SPA	True
ES100278	neuropatía autonómica	C0259749	2390	2411	Se realiza estudio de extensión, con ecocardiograma y electromiograma, sin evidencia de afectación cardiaca ni neuropatía autonómica.	C0259749	Trastorno del sistema nervioso autónomo, no especificado	G90.9	SNOMEDCT2ICD10_SPA	True
ES100278	afectación hepática	C0151763	2493	2512	En la evolución se detecta un aumento progresivo de transaminasas, sugerente de afectación hepática.	C0151763	Enfermedad hepática, no especificada	K76.9	SNOMEDCT2ICD10_SPA	True
ES100278	amiloidosis familiar	C0740340	2565	2585	Estos resultados son concordantes con este tipo de amiloidosis familiar, con afectación preferentemente renal y hepática.	C0740340	Amiloidosis hereditaria familiar, no especificada	E85.2	SNOMEDCT2ICD10_SPA	True
ES100278	afectación preferentemente renal y hepática	C0151763	2591	2634	Estos resultados son concordantes con este tipo de amiloidosis familiar, con afectación preferentemente renal y hepática.	C0151763	Enfermedad hepática, no especificada	K76.9	SNOMEDCT2ICD10_SPA	True
ES100278	rotura esplénica	C0038000	2968	2984	Presenta un postoperatorio complicado con rotura esplénica, en el contexto de su enfermedad, con depósito de amiloide en bazo, siendo necesaria una esplenectomía urgente.	C0038000	Infarto de bazo	D73.5	SNOMEDCT2ICD10_SPA	True
ES100280	glomerulonefritis	C0017658	23	40	Varón diagnosticado de glomerulonefritis rápidamente progresiva con anticuerpos antimembrana basal glomerular, tratado con esteroides, ciclofosfamida y plasmaféresis sin resultados.	C0017658	Síndrome nefrítico no especificado	N05	ICD10CM_SPA	True
ES100280	peritonitis	C0031154	232	243	Durante los 5 años que permaneció en DP sufrió 10 peritonitis, 8 por Staphilococcus aureus.	C0031154	Peritonitis, no especificada	K65.9	ICD10CM_SPA	True
ES100280	dolor abdominal	C0000737	476	491	Seis meses después presentó dolor abdominal y efecto masa en hipogastrio.	C0000737	Dolor abdominal no especificado	R10.9	ICD10CM_SPA	True
ES100280	engrosamiento	C0205400	541	554	En la TAC apareció engrosamiento peritoneal, colección líquida pélvica con septos que englobaba asas, y una gran dilatación gástrica e intestinal.	C0205400	Otros síntomas y signos generales	R68.89	SNOMEDCT2ICD10_SPA	True
ES100280	dilatación gástrica e intestinal	C0520562	635	667	En la TAC apareció engrosamiento peritoneal, colección líquida pélvica con septos que englobaba asas, y una gran dilatación gástrica e intestinal.	C0520562	Otros trastornos intestinales funcionales especificados	K59.89	SNOMEDCT2ICD10_SPA	True
ES100280	oclusión intestinal	C0021843	747	766	El paciente desestimó el tratamiento quirúrgico, necesitó varios ingresos por oclusión intestinal, sufrió progresivo deterioro del estado general y falleció poco después.	C0021843	Otros tipos de obstrucción intestinal	K56.69	ICD10CM_SPA	True
ES100284	Colitis Ulcerosa	C0009324	149	165	Una paciente de 25 años acude a la Consulta de Nutrición para monitorización de su estado nutricional; siete meses antes había sido diagnosticada de Colitis Ulcerosa (CU), y durante ese periodo había recibido tratamiento con corticoides: metilprednisolona 1,5 mg/kg/24 h IV durante dos meses de ingreso y 30 mg/24 h de prednisona por vía oral en pauta descendente durante los restantes cinco meses.	C0009324	Colitis ulcerosa, no especificada	K51.9	ICD10CM_SPA	True
ES100284	CU	C0009324	167	169	Una paciente de 25 años acude a la Consulta de Nutrición para monitorización de su estado nutricional; siete meses antes había sido diagnosticada de Colitis Ulcerosa (CU), y durante ese periodo había recibido tratamiento con corticoides: metilprednisolona 1,5 mg/kg/24 h IV durante dos meses de ingreso y 30 mg/24 h de prednisona por vía oral en pauta descendente durante los restantes cinco meses.	C0009324	Colitis ulcerosa, no especificada	K51.9	ICD10CM_SPA	True
ES100284	artralgias	C0003862	407	417	Refería artralgias en ambas rodillas, y en la exploración mostraba dolor a la rotación posterior en las dos cabezas femorales, más evidente en la derecha, cadera que además presentaba una rotación interna limitada; la rodilla izquierda tenía el movimiento de flexión reducido, y al explorar la marcha se observaba claudicación hacia el lado derecho.	C0003862	Dolor en articulación	M25.5	ICD10CM_SPA	True
ES100284	dolor	C0030193	466	471	Refería artralgias en ambas rodillas, y en la exploración mostraba dolor a la rotación posterior en las dos cabezas femorales, más evidente en la derecha, cadera que además presentaba una rotación interna limitada; la rodilla izquierda tenía el movimiento de flexión reducido, y al explorar la marcha se observaba claudicación hacia el lado derecho.	C0030193	Dolor, no especificado	R52	ICD10CM_SPA	True
