file_id	id	entity	offset	note	CUI	sentence	CODE	STR	SAB
0076_d321	T53	llanto de tono muy alto	155 178	C0239154, High pitched cry, Finding ,DISO	C0239154	Otros efectos secundarios frecuentes son fiebre, anorexia (pérdida del apetito), vómitos, diarrea, irritabilidad, somnolencia (sueño), llanto (incluido un llanto de tono muy alto poco habitual y el llanto prolongado) y otitis media (infección del oído medio).	Q93.4	Deleción del brazo corto del cromosoma 5	SNOMEDCT2ICD10_SPA
0076_d321	T54	pérdida del apetito	59 78	C0426579, Anorexia symptom, Sign or Symptom ,DISO	C0426579	Otros efectos secundarios frecuentes son fiebre, anorexia (pérdida del apetito), vómitos, diarrea, irritabilidad, somnolencia (sueño), llanto (incluido un llanto de tono muy alto poco habitual y el llanto prolongado) y otitis media (infección del oído medio).	R63.0	Anorexia	SNOMEDCT2ICD10_SPA
0076_d321	T56	infección del oído medio	233 257	C0029882, Otitis Media, Disease or Syndrome ,DISO	C0029882	Otros efectos secundarios frecuentes son fiebre, anorexia (pérdida del apetito), vómitos, diarrea, irritabilidad, somnolencia (sueño), llanto (incluido un llanto de tono muy alto poco habitual y el llanto prolongado) y otitis media (infección del oído medio).	H66.9	Otitis media, no especificada	ICD10CM_WIKI
0076_d321	T97	efectos secundarios	6 25	C0041755, Adverse reaction to drug, Injury or Poisoning ,DISO	C0041755	Otros efectos secundarios frecuentes son fiebre, anorexia (pérdida del apetito), vómitos, diarrea, irritabilidad, somnolencia (sueño), llanto (incluido un llanto de tono muy alto poco habitual y el llanto prolongado) y otitis media (infección del oído medio).	T88.7	Efecto adverso no especificado de fármaco o medicamento	ICD10_WIKI
0077_d157	T33	Reacciones adversas	0 19	C0041755, Adverse reaction to drug, Injury or Poisoning, DISO	C0041755	Reacciones adversas Se detallan a continuación las reacciones adversas notificadas, excepto los casos aislados, por órganos y sistemas y por frecuencia.	T88.7	Efecto adverso no especificado de fármaco o medicamento	ICD10_WIKI
0077_d157	T34	reacciones adversas	51 70	C0041755, Adverse reaction to drug, Injury or Poisoning, DISO	C0041755	Reacciones adversas Se detallan a continuación las reacciones adversas notificadas, excepto los casos aislados, por órganos y sistemas y por frecuencia.	T88.7	Efecto adverso no especificado de fármaco o medicamento	ICD10_WIKI
0083_d404	T25	cáncer de tiroides	17 35	C0007115, Malignant neoplasm of thyroid, Neoplastic Process ,DISO	C0007115	En pacientes con cáncer de tiroides, se han notificado varios casos de estimulación del crecimiento tumoral durante la retirada del tratamiento con hormona tiroidea para procedimientos diagnósticos, que se han atribuido a la elevación prolongada de los niveles de la hormona estimulante del tiroides (TSH).	C73	Neoplasia maligna de glándula tiroides	ICD10CM_WIKI
0083_d404	T31	tumoral	100 107	C0027651, Neoplasms, Neoplastic Process ,DISO	C0027651	En pacientes con cáncer de tiroides, se han notificado varios casos de estimulación del crecimiento tumoral durante la retirada del tratamiento con hormona tiroidea para procedimientos diagnósticos, que se han atribuido a la elevación prolongada de los niveles de la hormona estimulante del tiroides (TSH).	C00	Neoplasia maligna de labio	ICD10_WIKI
0083_d404	T5	elevación de los niveles de la hormona estimulante del tiroides	225 234;246 299	C0586553, Raised TSH level, Finding ,DISO	C0586553	En pacientes con cáncer de tiroides, se han notificado varios casos de estimulación del crecimiento tumoral durante la retirada del tratamiento con hormona tiroidea para procedimientos diagnósticos, que se han atribuido a la elevación prolongada de los niveles de la hormona estimulante del tiroides (TSH).	R79.89	Otros hallazgos anormales especificados en la bioquímica sanguínea	SNOMEDCT2ICD10_SPA
0084_d144	T21	esterilidad	66 77	C0021359, Infertility, Disease or Syndrome ,DISO	C0021359	Estudios de reproducción en animales muestran que degarelix causa esterilidad en los animales macho.	N46	Infertilidad masculina	ICD10_WIKI
0085_d31	T10	enfermedad autoinmune	64 85	C0004364, Autoimmune Diseases, Disease or Syndrome ,DISO	C0004364	Los mejores efectos protectores de la leflunomida en modelos de enfermedad autoinmune en animales se obtienen si se administra en las fases iniciales de la evolución (progresión) de la enfermedad.	D84.9	Inmunodeficiencia, no especificada	ICD10_WIKI
0087_d286	T10	efectos adversos	15 31	C0041755, Adverse reaction to drug, Injury or Poisoning ,DISO	C0041755	Los siguientes efectos adversos se han observado durante los ensayos clínicos:	T88.7	Efecto adverso no especificado de fármaco o medicamento	ICD10_WIKI
0088_d415	T20	efectos adversos	139 155	C0041755, Adverse reaction to drug, Injury or Poisoning ,DISO	C0041755	Sin embargo, antes de considerar la posibilidad de conducir o utilizar máquinas, debiera tener en cuenta su estado de salud y los posibles efectos adversos de Trizivir.	T88.7	Efecto adverso no especificado de fármaco o medicamento	ICD10_WIKI
0090_d202	T16	embarazada	8 18	C0549206, Patient currently pregnant, Finding ,DISO	C0549206	Si está embarazada o cree que puede estarlo, debe avisar a su médico o farmacéutico antes de tomar Iscover.	Z33.1	Estado de embarazo incidental	SNOMEDCT2ICD10_SPA
0090_d202	T36	embarazada	8 18	C0032961, Pregnancy, Organism Function ,PHYS	C0032961	Si está embarazada o cree que puede estarlo, debe avisar a su médico o farmacéutico antes de tomar Iscover.	Z33.1	Estado de embarazo incidental	ICD10CM_SPA
0092_d243	T5	interrumpirse el tratamiento	180 208	C0558681, Drug therapy discontinued, Finding ,DISO	C0558681	Si los niveles de PTH disminuyen por debajo del intervalo recomendado en pacientes tratados con Mimpara, debe reducirse la dosis de Mimpara, de análogos de vitamina D o de ambos o interrumpirse el tratamiento.	Z92.29	Historia personal de otro tratamiento con fármacos	SNOMEDCT2ICD10_SPA
0093_d150	T27	fracturas de huesos	4 23	C0016658, Fracture, Injury or Poisoning ,DISO	C0016658	Las fracturas de huesos generalmente se producen en la cadera, columna vertebral o en la muñeca, y pueden producir no sólo dolor sino también problemas considerables como postura encorvada (joroba de viuda) y pérdida de movilidad.	T14.2		ICD10_WIKI
0093_d150	T33	dolor	123 128	C0030193, Pain, Sign or Symptom ,DISO	C0030193	Las fracturas de huesos generalmente se producen en la cadera, columna vertebral o en la muñeca, y pueden producir no sólo dolor sino también problemas considerables como postura encorvada (joroba de viuda) y pérdida de movilidad.	R52.9		ICD10_WIKI
0093_d150	T37	joroba de viuda	190 205	C1532642, Dowager's hump, Finding ,DISO	C1532642	Las fracturas de huesos generalmente se producen en la cadera, columna vertebral o en la muñeca, y pueden producir no sólo dolor sino también problemas considerables como postura encorvada (joroba de viuda) y pérdida de movilidad.	M40.209	Cifosis no especificada, localización no especificada	SNOMEDCT2ICD10_SPA
0093_d150	T39	postura encorvada	171 188	C0231478, Stooped-over position, Organism Attribute ,PHYS	C0231478	Las fracturas de huesos generalmente se producen en la cadera, columna vertebral o en la muñeca, y pueden producir no sólo dolor sino también problemas considerables como postura encorvada (joroba de viuda) y pérdida de movilidad.	R29.3	Postura anómala	SNOMEDCT2ICD10_SPA
0098_d96	T16	cáncer	54 60	C0006826, Malignant Neoplasms, Neoplastic Process ,DISO	C0006826	Un médico cualificado y experto en el tratamiento del cáncer inyectará DepoCyte en el líquido cefalorraquídeo o en el saco medular.	C80.1	Neoplasia maligna (primaria), no especificada	ICD10CM_WIKI
0098_d96	T17	cáncer	54 60	C1306459, Primary malignant neoplasm, Finding ,DISO	C1306459	Un médico cualificado y experto en el tratamiento del cáncer inyectará DepoCyte en el líquido cefalorraquídeo o en el saco medular.	C80.1	Neoplasia maligna (primaria), no especificada	SNOMEDCT2ICD10_SPA
0100_d413	T8	APL	63 66	C0023487, Acute Promyelocytic Leukemia, Neoplastic Process ,DISO	C0023487	No hay experiencia del efecto de TRISENOX sobre la variante de APL que contiene las traslocaciones cromosómicas t(11; 17) y t(5; 17).	C92.4	Leucemia promielocítica aguda	ICD10CM_WIKI
0600_d238	T11	LMP	38 41	C0023524, Leukoencephalopathy, Progressive Multifocal, Disease or Syndrome ,DISO	C0023524	Se desconoce si la deteción precoz de LMP y la suspensión del tratamiento con MabThera pueden llevar a una estabilización similar o a una mejoría del desenlace clínico.	A81.2	Leucoencefalopatía multifocal progresiva	ICD10CM_WIKI
0602_d306	T22	insuficiencia renal	43 62	C1565489, Renal Insufficiency, Disease or Syndrome ,DISO	C1565489	Dado que no se observó ningún efecto de la insuficiencia renal grave sobre la farmacocinética de laropiprant, no cabe esperar que se produzca un efecto en los pacientes con insuficiencia renal leve o moderada; sin embargo, no se puede deducir de este estudio cuáles son los efectos de la insuficiencia renal en fase terminal y de la diálisis sobre la farmacocinética de laropiprant.	N19	Insuficiencia renal no especificada	ICD10CM_WIKI
0602_d306	T23	insuficiencia renal	173 192	C1565489, Renal Insufficiency, Disease or Syndrome ,DISO	C1565489	Dado que no se observó ningún efecto de la insuficiencia renal grave sobre la farmacocinética de laropiprant, no cabe esperar que se produzca un efecto en los pacientes con insuficiencia renal leve o moderada; sin embargo, no se puede deducir de este estudio cuáles son los efectos de la insuficiencia renal en fase terminal y de la diálisis sobre la farmacocinética de laropiprant.	N19	Insuficiencia renal no especificada	ICD10CM_WIKI
0602_d306	T32	insuficiencia renal en fase terminal	288 324	C0022661, Kidney Failure, Chronic, Disease or Syndrome ,DISO	C0022661	Dado que no se observó ningún efecto de la insuficiencia renal grave sobre la farmacocinética de laropiprant, no cabe esperar que se produzca un efecto en los pacientes con insuficiencia renal leve o moderada; sin embargo, no se puede deducir de este estudio cuáles son los efectos de la insuficiencia renal en fase terminal y de la diálisis sobre la farmacocinética de laropiprant.	N19	Insuficiencia renal no especificada	SNOMEDCT2ICD10_SPA
0604_d93	T11	efectos adversos	57 73	C0041755, Adverse reaction to drug, Injury or Poisoning ,DISO	C0041755	Al igual que todos los medicamentos, DaTSCAN puede tener efectos adversos, aunque no todas las personas los sufran.	T88.7	Efecto adverso no especificado de fármaco o medicamento	ICD10_WIKI
0605_d164	T12	sangrado intracraneal	33 54	C0151699, Intracranial Hemorrhages, Pathologic Function ,DISO	C0151699	Sangrados con riesgo vital, como sangrado intracraneal, de garganta, sangrado gastrointestinal grave Cirugía	S06	Traumatismo intracraneal	ICD10_WIKI
0605_d164	T13	sangrado gastrointestinal	69 94	C0017181, Gastrointestinal Hemorrhage, Pathologic Function ,DISO	C0017181	Sangrados con riesgo vital, como sangrado intracraneal, de garganta, sangrado gastrointestinal grave Cirugía	k92.2		ICD10_WIKI
0605_d164	T15	Sangrados	0 9	C0019080, Hemorrhage, Pathologic Function ,DISO	C0019080	Sangrados con riesgo vital, como sangrado intracraneal, de garganta, sangrado gastrointestinal grave Cirugía	R58	Hemorragia, no clasificada bajo otro concepto	ICD10_WIKI
0605_d164	T16	sangrado de garganta	33 41;56 67	C0576995, Bleeding of pharynx, Finding ,DISO	C0576995	Sangrados con riesgo vital, como sangrado intracraneal, de garganta, sangrado gastrointestinal grave Cirugía	R58	Hemorragia, no clasificada bajo otro concepto	SNOMEDCT2ICD10_SPA
0606_d256	T32	hipersensibles	37 51	C0020517, Hypersensitivity, Pathologic Function ,DISO	C0020517	Naglazyme no debe usarse en personas hipersensibles (alérgicas) a la galsulfasa o a cualquiera de los demás componentes del medicamento.	T78.40	Alergia no especificada	ICD10CM_SPA
0606_d256	T33	alérgicas	53 62	C0020517, Hypersensitivity, Pathologic Function ,DISO	C0020517	Naglazyme no debe usarse en personas hipersensibles (alérgicas) a la galsulfasa o a cualquiera de los demás componentes del medicamento.	T78.40	Alergia no especificada	ICD10CM_SPA
0606_d256	T34	hipersensibles	37 51	C0013182, Drug Allergy, Disease or Syndrome ,DISO	C0013182	Naglazyme no debe usarse en personas hipersensibles (alérgicas) a la galsulfasa o a cualquiera de los demás componentes del medicamento.	T88.7	Efecto adverso no especificado de fármaco o medicamento	ICD10_WIKI
0606_d256	T35	alérgicas	53 62	C0013182, Drug Allergy, Disease or Syndrome ,DISO	C0013182	Naglazyme no debe usarse en personas hipersensibles (alérgicas) a la galsulfasa o a cualquiera de los demás componentes del medicamento.	T88.7	Efecto adverso no especificado de fármaco o medicamento	ICD10_WIKI
0201_d1967049	T1	Infecciones respiratorias agudas	0 32	C0339901, Acute respiratory infections, Disease or Syndrome ,DISO	C0339901	Infecciones respiratorias agudas bajas virales.	J22	Infección aguda del tracto respiratorio inferior, no especificada	SNOMEDCT2ICD10_SPA
0201_d1967049	T2	Infecciones respiratorias virales	0 25;39 46	C0729531, Viral respiratory infection, Disease or Syndrome ,DISO	C0729531	Infecciones respiratorias agudas bajas virales.	J06.9	Infección respiratoria aguda del tracto respiratorio superior, no especificada	SNOMEDCT2ICD10_SPA
0203_d2278738	T1	Fístula anal	0 12	C0205929, Anal Fistula, Acquired Abnormality ,DISO	C0205929	Fístula anal. Tratamiento y resultados.	K60.3	Fístula anal	ICD10CM_WIKI
0203_d2278738	T3	Fístula anal	0 12	C0149889, Anorectal fistula, Pathologic Function ,DISO	C0149889	Fístula anal. Tratamiento y resultados.	K60.3	Fístula anal	ICD10CM_WIKI
0204_d15612520	T1	ataxia espinocerebelar tipo 6	31 60	C0752124, Spinocerebellar Ataxia Type 6 (disorder), Disease or Syndrome ,DISO	C0752124	Fisiopatología molecular de la ataxia espinocerebelar tipo 6 (SCA6).	G11.2	Ataxia cerebelosa de comienzo tardío	ICD10_WIKI
0204_d15612520	T2	SCA6	62 66	C0752124, Spinocerebellar Ataxia Type 6 (disorder), Disease or Syndrome ,DISO	C0752124	Fisiopatología molecular de la ataxia espinocerebelar tipo 6 (SCA6).	G11.2	Ataxia cerebelosa de comienzo tardío	ICD10_WIKI
0206_d4660995	T4	toxicomania	30 41	C0038580, Substance Dependence, Mental or Behavioral Dysfunction ,DISO	C0038580	Contribución al estudio de la toxicomania por cannabis.	F19.20	Dependencia de otra sustancia psicoactiva, sin complicaciones	SNOMEDCT2ICD10_SPA
0206_d4660995	T5	toxicomania	30 41	C1510472, Drug Dependence, Mental or Behavioral Dysfunction ,DISO	C1510472	Contribución al estudio de la toxicomania por cannabis.	F19.20	Dependencia de otra sustancia psicoactiva, sin complicaciones	SNOMEDCT2ICD10_SPA
0208_d12887862	T1	cáncer de colon	55 70	C0007102, Malignant tumor of colon, Neoplastic Process ,DISO	C0007102	Significación pronóstica del componente mucinoso en el cáncer de colon sin metastatización ganglionar, A, B1 y B2.	C18.9	Neoplasia maligna de colon, no especificada	ICD10CM_WIKI
0208_d12887862	T2	metastatización ganglionar	75 101	C0686619, Secondary malignant neoplasm of lymph node, Neoplastic Process ,DISO	C0686619	Significación pronóstica del componente mucinoso en el cáncer de colon sin metastatización ganglionar, A, B1 y B2.	C77	Neoplasia maligna secundaria y no especificada de ganglios linfáticos	ICD10_WIKI
0208_d12887862	T3	cáncer de colon	55 70	C0346629, Malignant neoplasm of large intestine, Neoplastic Process ,DISO	C0346629	Significación pronóstica del componente mucinoso en el cáncer de colon sin metastatización ganglionar, A, B1 y B2.	C18.9	Neoplasia maligna de colon, no especificada	ICD10CM_WIKI
0208_d12887862	T4	cáncer de colon	55 70	C0699790, Colon Carcinoma, Neoplastic Process ,DISO	C0699790	Significación pronóstica del componente mucinoso en el cáncer de colon sin metastatización ganglionar, A, B1 y B2.	C18.9	Neoplasia maligna de colon, no especificada	SNOMEDCT2ICD10_SPA
0210_d19174097	T3	Granuloma a cuerpo extraño	0 26	C0018193, Granuloma, Foreign-Body, Pathologic Function ,DISO	C0018193	Granuloma a cuerpo extraño, simulando una enfermedad maligna del tracto biliar.	L92.3	Granuloma por cuerpo extraño en la piel y tejido subcutáneo	ICD10_WIKI
0211_d14502942	T2	Staphylococcus aureus meticilin resistente	0 42	C0343401, MRSA - Methicillin resistant Staphylococcus aureus infection, Disease or Syndrome ,DISO	C0343401	Staphylococcus aureus meticilin resistente: un serio peligro para el paciente.	J15.212	Neumonía debida a Staphylococcus aureus resistente a meticilina	SNOMEDCT2ICD10_SPA
0212_d2518961	T1	Diarrea crónica	0 15	C0401151, Chronic diarrhea, Pathologic Function ,DISO	C0401151	"Diarrea crónica ""naturalmente"" identificable en la anamnesis."	K52.9	Gastroenteritis y colitis no infecciosas, no especificadas	SNOMEDCT2ICD10_SPA
0213_d4408652	T3	hepatitis crónicas	57 75	C0019189, Hepatitis, Chronic, Disease or Syndrome ,DISO	C0019189	El comportamiento de las glicoproteínas del suero en las hepatitis crónicas	K73.9	Hepatitis crónica, no especificada	ICD10CM_WIKI
0216_d4235284	T1	suicidio	3 11	C0038661, Suicide, Finding ,DISO	C0038661	El suicidio en Santiago de Chile.	X60		ICD10_WIKI
0219_d6554001	T1	Meningitis	0 10	C0025289, Meningitis, Disease or Syndrome ,DISO	C0025289	Meningitis en La Rioja.	G03	Meningitis debida a otras causas y a las no especificadas	ICD10CM_WIKI
0220_d4214540	T6	Tumores óseos benignos	0 22	C0684516, Benign bone neoplasm, Neoplastic Process ,DISO	C0684516	Tumores óseos benignos de nariz y senos paranasales en la infancia. Revisión de casos en el Hospital Infantil de México	D16.9	Neoplasia benigna de hueso y de cartílago articular, no especificado	SNOMEDCT2ICD10_SPA
0221_d16185630	T3	hipertensión arterial	64 85	C0020538, Hypertensive disease, Disease or Syndrome ,DISO	C0020538	Características de la cardiopatía hipertensiva en pacientes con hipertensión arterial no tratados previamente.	I10-I1515.		ICD10_WIKI
0223_d1981479	T1	Criptorquidia	0 13	C0010417, Cryptorchidism, Congenital Abnormality ,DISO	C0010417	Criptorquidia experimental en rata Wistar.	Q53.9	Testículo no descendido, no especificado	ICD10CM_WIKI
0224_d3112890	T1	Eventración del diafragma	0 25	C0011981, Diaphragmatic Eventration, Congenital Abnormality|Disease or Syndrome ,DISO	C0011981	Eventración del diafragma (elevación unilateral) y megacolon.	Q79.1	Otras malformaciones congénitas del diafragma	ICD10CM_WIKI
0224_d3112890	T3	megacolon	51 60	C0025160, Megacolon, Disease or Syndrome ,DISO	C0025160	Eventración del diafragma (elevación unilateral) y megacolon.	K59.39	Otro tipo de megacolon	ICD10CM_WIKI
0226_d2719189	T1	colesteatoma	3 15	C0008373, Cholesteatoma, Disease or Syndrome ,DISO	C0008373	El colesteatoma ótico. Algunos comentarios.	H71.9	Colesteatoma no especificado	ICD10CM_WIKI
0227_d2486966	T1	hiperprolactinemia	18 36	C0020514, Hyperprolactinemia, Disease or Syndrome ,DISO	C0020514	Correlación entre hiperprolactinemia y galactorrea.	E22.1	Hiperprolactinemia	ICD10CM_WIKI
0227_d2486966	T2	galactorrea	39 50	C0554400, Lactation problem, Disease or Syndrome ,DISO	C0554400	Correlación entre hiperprolactinemia y galactorrea.	O92.4	Hipogalactia	SNOMEDCT2ICD10_SPA
0227_d2486966	T3	galactorrea	39 50	C0235660, Galactorrhea not associated with childbirth, Disease or Syndrome ,DISO	C0235660	Correlación entre hiperprolactinemia y galactorrea.	O92.6	Galactorrea	ICD10_WIKI
0227_d2486966	T4	galactorrea	39 50	C0269995, Galactorrhea associated with childbirth, Disease or Syndrome ,DISO	C0269995	Correlación entre hiperprolactinemia y galactorrea.	O92.6	Galactorrea	SNOMEDCT2ICD10_SPA
0228_d10410222	T1	EPOC	45 49	C0024117, Chronic Obstructive Airway Disease, Disease or Syndrome ,DISO	C0024117	Valoración de la capacidad de esfuerzo en la EPOC. Revisión crítica de las pruebas de marcha.	J44	Otras enfermedades pulmonares obstructivas crónicas	ICD10_WIKI
0230_d15314843	T2	dermatitis atópica	41 59	C0011615, Dermatitis, Atopic, Disease or Syndrome ,DISO	C0011615	Las células dendríticas y su papel en la dermatitis atópica.	L20	Dermatitis atópica	ICD10CM_WIKI
0231_d3078463	T2	enfermedad periodontal	16 38	C0031090, Periodontal Diseases, Disease or Syndrome ,DISO	C0031090	Antisépticos en enfermedad periodontal.	K05.6	Enfermedad periodontal, no especificada	ICD10CM_WIKI
0232_d10730066	T3	hipotermia inducida	67 86	C1301797, Induced hypothermia (finding), Sign or Symptom ,DISO	C1301797	Parálisis supranuclear de la mirada tras cirugía extracorpórea con hipotermia inducida. A propósito de dos casos.	P80.8	Otros tipos de hipotermia del recién nacido	SNOMEDCT2ICD10_SPA
0232_d10730066	T4	Parálisis supranuclear de la mirada	0 35	C1720037, Supranuclear gaze palsy, Disease or Syndrome ,DISO	C1720037	Parálisis supranuclear de la mirada tras cirugía extracorpórea con hipotermia inducida. A propósito de dos casos.	G23.1	Oftalmoplejia supranuclear progresiva [Steele-Richardson-Olszewski]	SNOMEDCT2ICD10_SPA
0233_d7926624	T1	Gastropatía portal hipertensiva	0 31	C0580174, Portal hypertensive gastropathy, Disease or Syndrome ,DISO	C0580174	Gastropatía portal hipertensiva: correlación endoscópico histológica.	K31.89	Otras enfermedades de estómago y duodeno	SNOMEDCT2ICD10_SPA
0238_d2098116	T1	Leptospirosis	0 13	C0023364, Leptospirosis, Disease or Syndrome ,DISO	C0023364	Leptospirosis.	A27	Leptospirosis	ICD10CM_WIKI
0239_d5599433	T1	Angina abdominal	0 16	C1280008, Intestinal angina, Sign or Symptom ,DISO	C1280008	Angina abdominal.	K55.1	Trastornos vasculares crónicos de intestino	SNOMEDCT2ICD10_SPA
0241_d6712025	T1	Enfermedad de Sandhoff	0 22	C0036161, Sandhoff Disease, Disease or Syndrome ,DISO	C0036161	Enfermedad de Sandhoff (gangliosidosis GM2 tipo II). Presentación de un caso con estudio clínico y bioquímico. Investigación de portadores.	E75.0	Gangliosidosis GM2	ICD10_WIKI
0241_d6712025	T2	gangliosidosis GM2 tipo II	24 50	C0036161, Sandhoff Disease, Disease or Syndrome ,DISO	C0036161	Enfermedad de Sandhoff (gangliosidosis GM2 tipo II). Presentación de un caso con estudio clínico y bioquímico. Investigación de portadores.	E75.0	Gangliosidosis GM2	ICD10_WIKI
0241_d6712025	T5	portadores	128 138	C0560175, Carrier of disorder, Finding ,DISO	C0560175	Enfermedad de Sandhoff (gangliosidosis GM2 tipo II). Presentación de un caso con estudio clínico y bioquímico. Investigación de portadores.	Z78.9	Otra estado de salud especificado	SNOMEDCT2ICD10_SPA
0242_d1840376	T6	Arteriosclerosis	113 129	C0003850, Arteriosclerosis, Disease or Syndrome ,DISO	C0003850	Informe sobre el colesterol en niños y adolescentes españoles. Grupos de Expertos de las Sociedades Españolas de Arteriosclerosis, Cardiologia, Pediatria, Nutricion y Medicina Preventiva.	I70	Aterosclerosis	ICD10CM_WIKI
0243_d1241079	T1	Urticaria crónica	0 17	C0263338, Chronic urticaria, Disease or Syndrome ,DISO	C0263338	Urticaria crónica y sideremia	L50.8	Otros tipos de urticaria	ICD10_WIKI
0244_d6963609	T6	de término	112 122	C0233089, Term pregnancy delivered, Organism Function ,PHYS	C0233089	Caracteristicas anatómicas macroscopicas y microscópicas del ganglio simpático cervical medio (en fetos humanos de término).	Z37.9	Resultado del parto no especificado	SNOMEDCT2ICD10_SPA
0245_d11195956	T5	climaterio	193 203	C0025320, Menopause, Physiologic Function ,PHYS	C0025320	Estudio comparativo entre la combinación valerianato de estradiol-acetato de ciproterona y estrógenos conjugados equinos-acetato de medroxiprogesterona como terapia hormonal de reemplazo en el climaterio.	N95	Trastornos menopáusicos y perimenopáusicos	ICD10_WIKI
0245_d11195956	T6	climaterio	193 203	C0008943, Climacteric, Organism Function ,PHYS	C0008943	Estudio comparativo entre la combinación valerianato de estradiol-acetato de ciproterona y estrógenos conjugados equinos-acetato de medroxiprogesterona como terapia hormonal de reemplazo en el climaterio.	N95.1	Estados de menopausia y climaterio femeninos	ICD10_WIKI
0247_d3814321	T3	infección por el virus	24 46	C0042769, Virus Diseases, Disease or Syndrome ,DISO	C0042769	Seroepidemiología de la infección por el virus A de la hepatitis en comunidades de la frontera sur del estado de Chiapas.	B34.9	Infección viral, no especificada	ICD10CM_WIKI
0248_d9019309	T2	tuberculosis	36 48	C0041296, Tuberculosis, Disease or Syndrome ,DISO	C0041296	Podemos mejorar la prevención de la tuberculosis? Análisis de la aplicación de la quimioprofilaxis.	A15-A19	TUBERCULOSIS (A15-A19)	ICD10_WIKI
0249_d8347708	T1	Infección por Bacillus cereus	0 29	C1096581, Bacillus cereus infection, Disease or Syndrome ,DISO	C1096581	Infección por Bacillus cereus en cirugía ortopédica.	A49.8	Otras infecciones bacterianas de localización no especificada	SNOMEDCT2ICD10_SPA
0252_d5164549	T2	Depresiones	0 11	C0344315, Depressed mood, Finding ,DISO	C0344315	Depresiones en la adolescencia. Generalidades en torno a una casuística institucional	F32.9	Trastorno depresivo mayor, episodio único, no especificado	SNOMEDCT2ICD10_SPA
0252_d5164549	T3	Depresiones	0 11	C0011581, Depressive disorder, Mental or Behavioral Dysfunction ,DISO	C0011581	Depresiones en la adolescencia. Generalidades en torno a una casuística institucional	F34.1	Trastorno distímico	ICD10CM_SPA
0252_d5164549	T4	Depresiones	0 11	C0011570, Mental Depression, Mental or Behavioral Dysfunction ,DISO	C0011570	Depresiones en la adolescencia. Generalidades en torno a una casuística institucional	F32.9	Trastorno depresivo mayor, episodio único, no especificado	ICD10CM_WIKI
0252_d5164549	T5	Depresiones	0 11	C0349217, depression nos, Mental or Behavioral Dysfunction ,DISO	C0349217	Depresiones en la adolescencia. Generalidades en torno a una casuística institucional	F32	Trastorno depresivo mayor, episodio único	ICD10CM_SPA
0254_d5734829	T2	hipoplasia uterina	39 57	C0266399, Infantile uterus, Congenital Abnormality ,DISO	C0266399	Evaluación clínica y radiológica de la hipoplasia uterina.	Q51.8	Otras malformaciones congénitas del útero y cuello uterino	ICD10CM_WIKI
0255_d16972740	T4	cáncer de mama	34 48	C0006142, Malignant neoplasm of breast, Neoplastic Process ,DISO	C0006142	Manejo conservador de la axila en cáncer de mama operable.	C50.919	Neoplasia maligna de localización no especificada de mama femenina, lado no especificado	SNOMEDCT2ICD10_SPA
0255_d16972740	T5	cáncer de mama	34 48	C0678222, Breast Carcinoma, Neoplastic Process ,DISO	C0678222	Manejo conservador de la axila en cáncer de mama operable.	C50.919	Neoplasia maligna de localización no especificada de mama femenina, lado no especificado	SNOMEDCT2ICD10_SPA
0257_d5629305	T3	fiebre hemorrágica Argentina	44 72	C0019097, Hemorrhagic Fever, Argentinian, Disease or Syndrome ,DISO	C0019097	Recuperación de virus Junín de pacientes de fiebre hemorrágica Argentina con confirmación serológica.	A96.0	Fiebre hemorrágica de Junín	ICD10CM_WIKI
0259_d11802285	T2	asma	53 57	C0004096, Asthma, Disease or Syndrome ,DISO	C0004096	Resultados de un programa educativo para adultos con asma.	J45.90	Asma no especificada	ICD10CM_WIKI
0260_d8849107	T2	Síndrome de Behr	0 16	C0221061, Behr syndrome, Disease or Syndrome ,DISO	C0221061	Síndrome de Behr. Presentación de dos hermanos con estudio por RM.	H35.5	Distrofia retiniana hereditaria	ICD10CM_WIKI
0261_d20186370	T2	hemorragia subaracnoidea	105 129	C0038525, Subarachnoid Hemorrhage, Disease or Syndrome ,DISO	C0038525	Influencia de los cambios de presión atmosférica y otras variables meteorológicas en la incidencia de la hemorragia subaracnoidea.	I60	Hemorragia subaracnoidea no traumática	ICD10_WIKI
0262_d1932501	T1	Pseudobstrucción del colon	0 16;23 32	C0009377, Colonic Pseudo-Obstruction, Disease or Syndrome ,DISO	C0009377	Pseudobstrucción aguda del colon. Aportación de un nuevo caso.	K59.81	Síndrome de Ogilvie	SNOMEDCT2ICD10_SPA
0263_d3985501	T1	Trisomía 9p	0 11	C0265428, partial trisomy 9p Chromosome 9, Disease or Syndrome ,DISO	C0265428	Trisomía 9p, a propósito de un caso.	Q92.2	Trisomía parcial	ICD10CM_WIKI
0264_d2214926	T1	Adenoma tubular apocrino	0 24	C0334345, Apocrine adenoma, Neoplastic Process ,DISO	C0334345	Adenoma tubular apocrino. Descripción de cuatro casos.	D23.9	Otros tipos de neoplasia benigna de piel, localización no especificada	SNOMEDCT2ICD10_SPA
0265_d5245083	T1	estados ansiosos	4 20	C0700613, Anxiety state, Mental or Behavioral Dysfunction ,DISO	C0700613	Los estados ansiosos en odontología.	F41.1	Trastorno de ansiedad generalizada	ICD10CM_SPA
